stancode,latin,danish
754,Orthotrichum pulchellum,Smuk furehætte
755,Orthotrichum pumilum,Dværg-furehætte
756,Orthotrichum rogeri,Rogers furehætte
757,Orthotrichum rupestre,Sten-furehætte
758,Orthotrichum scanicum,Nordisk furehætte
759,Orthotrichum stramineum,Strågul furehætte
760,Orthotrichum striatum,Glatkapslet furehætte
761,Orthotrichum tenellum,Lille furehætte
762,Orthotrichum speciosum,Kortstribet furehætte
763,Ulota,-
764,Ulota bruchii,Bruchs låddenhætte
765,Ulota coarctata,Oppustet låddenhætte
766,Ulota crispa,Kruset låddenhætte
767,Ulota crispula,Krøllet låddenhætte
768,Ulota drummondii,Holmens låddenhætte
769,Ulota phyllantha,Stor låddenhætte
770,Ulota hutchinsiae,Retbladet låddenhætte
771,Zygodon,-
772,Zygodon conoideus,Tand-køllemos
773,Zygodon rupestris,Almindelig køllemos
774,Zygodon viridissimus,Grøn køllemos
775,Plagiotheciaceae,-
776,Herzogiella,-
777,Herzogiella striatella,Tæt pølsekapsel
778,Herzogiella seligeria,-
779,Isopterygium,-
780,Isopterygium elegans,-
781,Plagiothecium,-
782,Plagiothecium cavifolium,Hulbladet tæppemos
783,Plagiothecium curvifolium,Gran-tæppemos
784,Plagiothecium denticulatum,Almindelig tæppemos
785,Plagiothecium laetum,Retkapslet tæppemos
786,Plagiothecium latebricola,Spinkel tæppemos
787,Plagiothecium nemorale,Lund-tæppemos
788,Plagiothecium ruthei,-
789,Plagiothecium succulentum,Gylden tæppemos
790,Plagiothecium undulatum,Bølget tæppemos
791,Sharpiella,-
792,Taxiphyllum,-
793,Taxiphyllum wissgrillii,Tandet trådmos
794,Polytrichaceae,-
795,Atrichum,-
796,Atrichum angustatum,Smalbladet katrinemos
797,Atrichum tenellum,Lille katrinemos
798,Atrichum undulatum,Bølget katrinemos
799,Oligotrichum,-
800,Oligotrichum hercynicum,Atlantisk grusmos
801,Pogonatum,-
802,Pogonatum aloides,Smal urnekapsel
803,Pogonatum nanum,Dværg-urnekapsel
804,Pogonatum urnigerum,Stor urnekapsel
805,Polytrichastrum,-
806,Polytrichastrum formosum,-
807,Polytrichastrum longisetum,-
808,Polytrichastrum alpinum,Grenet jomfrukapsel
809,Polytrichum,-
810,Polytrichum commune,Almindelig jomfruhår
811,Polytrichum juniperinum,Ene-jomfruhår
812,Polytrichum piliferum,Hårspidset jomfruhår
813,Polytrichum strictum,Filtstænglet jomfruhår
814,Polytrichum swartzii,Tvedelt jomfruhår
815,Pottiaceae,-
816,Trichostomum tenuirostre,-
817,Acaulon,-
818,Acaulon muticum,Siddende ægmos
819,Aloina,-
820,Aloina aloides,Spidsbladet tøffelmos
821,Aloina ambigua,Krog-tøffelmos
822,Aloina brevirostris,Kort tøffelmos
823,Aloina rigida,Stiv tøffelmos
824,Astomum,-
825,Astomum crispum,-
826,Barbula,-
827,Barbula unguiculata,Almindelig skægtand
828,Bryoerythrophyllum,-
829,Bryoerythrophyllum recurviroste,-
830,Cinclidotus,-
831,Cinclidotus fontinaloides,Kilde-rammeblad
832,Didymodon,-
833,Didymodon fallax,Variabel kalktuemos
834,Didymodon ferrugineus,Rustbrun kalktuemos
835,Didymodon rigidulus,Stiv kalktuemos
836,Didymodon sinuosus,Bølget kalktuemos
837,Didymodon spadiceus,Pomerans-kalktuemos
838,Didymodon tophaceus,Papilløs kalktuemos
839,Didymodon trifarius,-
840,Didymodon vinealis,Rødgul kalktuemos
841,Eucladium,-
842,Eucladium verticillatum,Kransbladet gaffelmos
843,Gymnostomum,-
844,Gymnostomum aeruginosum,Spanskgrøn nøgenmund
845,Gyroweisia,-
846,Gyroweisia tenuis,Butbladet hindemos
847,Hymenostomum,-
848,Hymenostomum microstomum,-
849,Hymenostomum squarrosum,-
850,Leptodontium,-
851,Leptodontium flexifolium,Blød smaltand
852,Leptodontium gemmascens,Brod-smaltand
853,Microbryum,-
854,Microbryum curvicolle,-
855,Microbryum davallianum,Roset-småmos
856,Microbryum floerkeanum,Dværg-småmos
857,Microbryum rectum,Kugle-småmos
858,Oxystegus,-
859,Phascum,-
860,Phascum cuspidatum,Tilspidset dværgmos
861,Pottia,-
862,Pottia bryoides,-
863,Pottia heimii,-
864,Pottia intermedia,-
865,Pottia lanceolata,-
866,Pottia truncata,-
867,Pseudocrossidium,-
868,Pseudocrossidium hornschuchiana,-
869,Pseudocrossidium revolutum,Skrue-rullerand
870,Pterygoneurum,-
871,Pterygoneurum ovatum,Langhåret vingenerve
872,Streblotrichum,-
873,Streblotrichum convolutum,-
874,Syntrichia,-
875,Syntrichia calcicola,Kalk-hårstjerne
876,Syntrichia laevipila,Træ-hårstjerne
877,Syntrichia latifolia,Butbladet hårstjerne
878,Syntrichia papillosa,Bark-hårstjerne
879,Syntrichia princeps,-
880,Syntrichia ruraliformis,Spidsbladet hårstjerne
881,Syntrichia ruralis,Tag-hårstjerne
882,Syntrichia virescens,Grøn hårstjerne
883,Tortella,-
884,Tortella flavovirens,Sortgrøn snoblad
885,Tortella fragilis,Skør snoblad
886,Tortella glareicola,Tyges snoblad
887,Tortella inclinata,Gul snoblad
888,Tortella tortuosa,Kruset snoblad
889,Tortula,-
890,Tortula muralis,Mur-snotand
891,Tortula subulata,Syl-snotand
892,Tortula subulata var. angustata,-
893,Tortula subulata var. subulata,-
894,Trichostomum,-
895,Trichostomum brachydontium,Kyst-hårmund
896,Trichostomum brachydontium var. brachydontium,-
897,Trichostomum brachydontium var. littorale,-
898,Trichostomum crispulum,Kruset hårmund
899,Weisia,-
900,Weisia controversa,-
901,Weisia rostellata,-
902,Weisia rutilans,-
903,Hennediella,-
904,Ptychomitriaceae,-
905,Ptychomitrium,-
906,Ptychomitrium polyphyllum,Mangebladet foldhætte
907,Schistostegaceae,-
908,Schistostega,-
909,Schistostega pennata,Almindelig lysmos
910,Seligeriaceae,-
911,Blindia,-
912,Blindia acuta,Rødstænglet klippemos
913,Seligeria,-
914,Seligeria calcarea,Skygge-kalkmos
915,Splachnaceae,-
916,Splachnum,-
917,Splachnum ampullaceum,Pære-møgmos
918,Splachnum vasculosum,Rundbladet møgmos
919,Tetraplodon,-
920,Tetraplodon mnioides,Violet gulspore
921,Tetraphidaceae,-
922,Tetraphis,-
923,Tetraphis pellucida,Almindelig firtand
924,Theliaceae,-
925,Myurella,-
926,Myurella julacea,Trind rottehalemos
927,Thuidiaceae,-
928,Abietinella,-
929,Abietinella abietina,Bakke-granmos
930,Anomodon,-
931,Anomodon attenuatus,Tyndgrenet matblad
932,Anomodon longifolius,Smal matblad
933,Anomodon viticulosus,Robust matblad
934,Helodium,-
935,Helodium blandowii,Kær-gyldenmos
936,Heterocladium,-
937,Heterocladium heteropterum,Mat forskelliggren
938,Thuidium,-
939,Thuidium delicatulum,Fingrenet bregnemos
940,Thuidium philibertii,-
941,Thuidium recognitum,Fjer-bregnemos
942,Thuidium tamariscinum,Pryd-bregnemos
943,Fontinalaceae,-
944,Dichelyma,-
945,Dichelyma capillaceum,Slank klomos
946,Fontinalis,-
947,Fontinalis antipyretica,Stor kildemos
948,Fontinalis dalecarlica,Smal kildemos
949,Fontinalis hypnoides,Bund-kildemos
950,Amblystegiaceae,-
951,Amblystegium,-
952,Amblystegium juratzkanum,-
953,Amblystegium saxatile,-
954,Amblystegium serpens,Almindelig krybmos
955,Amblystegium varium,-
956,Calliergon,-
957,Calliergon cordifolium,Almindelig skebladsmos
958,Calliergon giganteum,Stor skebladsmos
959,Calliergon richardsonii,Kløftet skebladsmos
960,Calliergonella,-
961,Calliergonella cuspidata,Spids spydmos
962,Campyliadelphus,-
963,Campyliadelphus chrysophyllum,-
964,Campyliadelphus elodes,Smalbladet guldstjernemos
965,Campylium,-
966,Campylium calcareum,-
967,Campylium polygamum,-
968,Campylium protensum,Fin guldstjernemos
969,Campylium stellatum,Almindelig guldstjernemos
970,Cratoneuron,-
971,Cratoneuron filicinum,Grøn eremitmos
972,Hamatocaulis,-
973,Hamatocaulis vernicosus,Blank seglmos
974,Hygroamblystegium,-
975,Hygroamblystegium fluviatile,Skebladet vandkrybmos
976,Hygroamblystegium tenax,Stiv vandkrybmos
977,Hygrohypnum,-
978,Hygrohypnum luridum,Krum møllemos
979,Leptodictyum,-
980,Leptodictyum riparium,Stor pytmos
981,Leptodictyum kochii,-
982,Limprichtia,-
983,Limprichtia cossonii,-
984,Limprichtia revolvens,-
985,Palustriella,-
986,Palustriella commutata,Bredbladet vældmos
987,Palustriella falcata,Fågrenet vældmos
988,Platydictya,-
989,Platydictya jungermannioides,Enkønnet spindmos
990,Platydictya subtile,-
991,Pseudocalliergon,-
992,Pseudocalliergon lycopodioides,-
993,Pseudocalliergon trifarium,Orm-skebladsmos
994,Sanionia,-
995,Sanionia uncinata,Stribet krogblad
996,Scorpidium,-
997,Scorpidium scorpidioides,-
998,Straminergon,-
999,Straminergon stramineum,Tråd-skebladsmos
1000,Warnstorfia,-
1001,Warnstorfia exannulata,Rødlig bueblad
1002,Warnstorfia fluitans,Vand-bueblad
1003,Warnstorfia pseudostraminea,-
1004,Warnstorfia schultzei,-
1005,Drepanocladus,-
1006,Drepanocladus aduncus,Kær-seglmos
1007,Drepanocladus polycarpus,-
1008,Drepanocladus sendtneri,Stiv seglmos
1009,Drepanocladus longifolius,Spidsbladet seglmos
1010,Drepanocladus stagnatus,-
1011,Brachytheciaceae,-
1012,Brachythecium,-
1013,Brachythecium albicans,Hvidlig kortkapsel
1014,Brachythecium curtum,-
1015,Brachythecium glareosum,Kalk-kortkapsel
1016,Brachythecium mildeanum,Kær-kortkapsel
1017,Brachythecium plumosum,-
1018,Brachythecium populeum,-
1019,Brachythecium reflexum,-
1020,Brachythecium rivulare,Væld-kortkapsel
1021,Brachythecium rutabulum,Almindelig kortkapsel
1022,Brachythecium salebrosum,Skov-kortkapsel
1023,Brachythecium starkei,-
1024,Brachythecium velutinum,-
1025,Camptothecium,-
1026,Camptothecium lutescens,-
1027,Cirriphyllum,-
1028,Cirriphyllum crassinervium,Tæt penselmos
1029,Cirriphyllum piliferum,Almindelig penselmos
1030,Conardia,-
1031,Conardia compacta,Tråd-spædmos
1032,Eurhynchium,-
1033,Eurhynchium angustirete,Stor næbmos
1034,Eurhynchium pulchellum,-
1035,Eurhynchium striatum,Stribet næbmos
1036,Homalothecium,-
1037,Homalothecium sericeum,Krybende silkemos
1038,Oxyrrhynchium,-
1039,Oxyrrhynchium praelongum,-
1040,Oxyrrhynchium pumilum,-
1041,Oxyrrhynchium schleicheri,Vredet vortetand
1042,Oxyrrhynchium speciosum,Stor vortetand
1043,Oxyrrhynchium swartzii,-
1044,Plathypnidium,-
1045,Plathypnidium riparioides,-
1046,Rhynchostegiella,-
1047,Rhynchostegiella tenella,Tæt glansmos
1048,Scleropodium,-
1049,Pseudoscleropodium purum,Hulbladet fedtmos
1050,Scleropodium touretii,Ru fedtmos
1051,Tomenthypnum,-
1052,Tomenthypnum nitens,-
1053,Rhynchostegium,-
1054,Rhynchostegium confertum,Skov-langnæb
1055,Rhynchostegium megapolitanum,Bredbladet langnæb
1056,Rhynchostegium murale,Mur-langnæb
1057,Lycopodiaceae,Ulvefodfamilien
1058,Lycopodium,Ulvefod (Lycopodium-slægten)
1059,Huperzia selago,Otteradet ulvefod
1060,Lycopodium selago subsp. selago,-
1061,Lycopodium selago subsp. arctica,-
1062,Lycopodiella inundata,Liden ulvefod
1063,Lycopodium annotinum,Femradet ulvefod
1064,Lycopodium annotinum subsp. annotinum,-
1065,Lycopodium clavatum,Almindelig ulvefod
1066,Lycopodium clavatum var. clavatum,-
1067,Lycopodium clavatum var. lagopus,-
1068,Lycopodium complanatum,Flad ulvefod
1069,Lycopodium complanatum subsp. complanatum,-
1070,Lycopodium complanatum subsp. montellii,-
1071,Lycopodium tristachyum,Cypres-ulvefod
1072,Lycopodium x issleri,-
1073,Lycopodium alpinum,Bjerg-ulvefod
1074,Diphasiastrum,-
1075,Lycopodium alpinum x tristachyum,-
1076,Lycopodium x zeilleri,-
1077,Diphasium,-
1078,Huperzia,Ulvefod (Huperzia-slægten)
1079,Lycopodiella,Ulvefod (Lycopodiella-slægten)
1080,Selaginellaceae,Dværgulvefodfamilien
1081,Selaginella,Dværgulvefodslægten
1082,Selaginella selaginoides,Dværgulvefod
1083,Isoetaceae,-
1084,Isoetes,-
1085,Isoëtes lacustris,Sortgrøn brasenføde
1086,Isoëtes echinospora,Gulgrøn brasenføde
1087,Isoetes echinospora subsp. echinospora,-
1088,Isoetes echinospora subsp. muricata,-
1089,Pteropsida,-
1090,Equisetaceae,Padderokfamilien
1091,Equisetum,Padderokslægten
1092,Equisetum hyemale,Skavgræs
1093,Equisetum hyemale x variegatum,-
1094,Equisetum variegatum,Liden padderok
1095,Equisetum scirpoides,Tråd-padderok
1096,Equisetum fluviatile,Dynd-padderok
1097,Equisetum palustre,Kær-padderok
1098,Equisetum sylvaticum,Skov-padderok
1099,Equisetum pratense,Lund-padderok
1100,Equisetum pratense x sylvaticum,-
1101,Equisetum arvense,Ager-padderok
1102,Equisetum arvense x fluviatile,-
1103,Equisetum arvense x pratense,-
1104,Equisetum telmateia,Elfenbens-padderok
1105,Ophioglossaceae,Slangetungefamilien
1106,Ophioglossum,Slangetungeslægten
1107,Ophioglossum azoricum,-
1108,Ophioglossum vulgatum,Slangetunge
1109,Botrychium,Månerudeslægten
1110,Botrychium simplex,Enkelt månerude
1111,Botrychium lunaria,Almindelig månerude
1112,Botrychium boreale,-
1113,Botrychium matricariifolium,Kamillebladet månerude
1114,Botrychium lanceolatum,-
1115,Botrychium multifidum,Stilk-månerude
1116,Botrychium virginianum,-
1117,Osmundaceae,Kongebregnefamilien
1118,Osmunda,Kongebregneslægten
1119,Osmunda regalis,Kongebregne
1120,Hymenophyllaceae,Hindebregnefamilien
1121,Hymenophyllum,-
1122,Hymenophyllum wilsonii,-
1123,Cryptogrammataceae,-
1124,Cryptogramma,-
1125,Cryptogramma crispa,-
1126,Dennstaedtia,-
1127,Dennstaedtia punctilobula,-
1128,Hypolepidaceae,-
1129,Pteridium,Ørnebregneslægten
1130,Pteridium aquilinum,Ørnebregne
1131,Pteridium aquilinum subsp. aquilinum,Almindelig ørnebregne
1132,Pteridium aquilinum subsp. latiusculum,Nordlig ørnebregne
1133,Thelypteridaceae,Dunbregnefamilien
1134,Thelypteris,Mangeløv (Thelypteris-slægten)
1135,Thelypteris limbosperma,Bjergmangeløv
1136,Thelypteris palustris,Kærmangeløv
1137,Phegopteris connectilis,Dunet egebregne
1138,Oreopteris,-
1139,Phegopteris,Egebregne (Phegopteris-slægten)
1140,Aspleniaceae,Radeløvfamilien
1141,Asplenium,Radeløvslægten
1142,Asplenium marinum,-
1143,Asplenium trichomanes,Rundfinnet radeløv
1144,Asplenium trichomanes subsp. trichomanes,Rundfinnet radeløv (underart)
1145,Asplenium trichomanes subsp. quadrivalens,Kalk-radeløv
1146,Asplenium trichomanes subsp. inexpectans,-
1147,Asplenium adulterinum,-
1148,Asplenium adulterinum x trichomanes,-
1149,Asplenium adulterinum x viride,-
1150,Asplenium viride,-
1151,Asplenium adiantum-nigrum,Sort radeløv
1152,Asplenium cuneifolium,-
1153,Asplenium septentrionale,Nordisk radeløv
1154,Asplenium septentrionale x trichomanes,-
1155,Asplenium ruta-muraria,Murrude
1156,Asplenium ruta-muraria x septentrionale,-
1157,Ceterach,-
1158,Ceterach officinarum,-
1159,Phyllitis,-
1160,Asplenium scolopendrium,Hjortetunge
1161,Athyriaceae,Fjerbregnefamilien
1162,Athyrium,Fjerbregneslægten
1163,Athyrium filix-femina,Fjerbregne
1164,Athyrium distentifolium,-
1165,Cystopteris,Bægerbregneslægten
1166,Cystopteris fragilis,Bægerbregne
1167,Cystopteris fragilis subsp. fragilis,-
1168,Cystopteris fragilis subsp. alpina,-
1169,Cystopteris montana,-
1170,Cystopteris sudetica,-
1171,Woodsia,-
1172,Woodsia ilvensis,-
1173,Woodsia alpina,-
1174,Woodsia alpina x ilvensis,-
1175,Woodsia glabella,-
1176,Matteuccia,Strudsvingeslægten
1177,Matteuccia struthiopteris,Strudsvinge
1178,Onoclea,Druebregneslægten
1179,Onoclea sensibilis,Druebregne
1180,Polystichum,Skjoldbregneslægten
1181,Polystichum lonchitis,Takbregne
1182,Polystichum aculeatum,Glat skjoldbregne
1183,Polystichum aculeatum x lonchitis,-
1184,Polystichum braunii,Håret skjoldbregne
1185,Dryopteris,Mangeløv (Dryopteris-slægten)
1186,Dryopteris filix-mas coll.,-
1187,Dryopteris filix-mas,Almindelig mangeløv
1188,Dryopteris filix-mas x affinis,-
1189,Dryopteris affinis,Guldskæl-mangeløv
1190,Dryopteris affinis subsp. borreri,-
1191,Dryopteris affinis subsp. cambrensis,-
1192,Dryopteris abbreviata,-
1193,Dryopteris cristata,Butfinnet mangeløv
1194,Dryopteris cristata x carthusiana,-
1195,Dryopteris cristata x spinulosa,-
1196,Dryopteris carthusiana,Smalbladet mangeløv
1197,Dryopteris carthusiana x filix-mas,-
1198,Dryopteris carthusiana x expansa,-
1199,Dryopteris carthusiana x dilatata,-
1200,Dryopteris dilatata coll.,-
1201,Dryopteris dilatata,Bredbladet mangeløv
1202,Dryopteris dilatata x expansa,-
1203,Dryopteris expansa,Finbladet mangeløv
1204,Dryopteris fragrans,-
1205,Dryopteris affinis x filix-mas,-
1206,Dryopteris carthusiana x cristata,-
1207,Gymnocarpium,Egebregne (Gymnocarpium-slægten)
1208,Gymnocarpium dryopteris,Tredelt egebregne
1209,Gymnocarpium dryopteris x robertianum,-
1210,Gymnocarpium jessoense,-
1211,Gymnocarpium jessoense subsp. parvulum,-
1212,Gymnocarpium robertianum,-
1213,Blechnaceae,Kambregnefamilien
1214,Blechnum,Kambregneslægten
1215,Blechnum spicant,Kambregne
1216,Polypodiaceae,Engelsødfamilien
1217,Polypodium,Engelsødslægten
1218,Polypodium vulgare,Almindelig engelsød
1219,Polypodium interjectum,Storbladet engelsød
1220,Polypodium cambricum,Sydlig engelsød
1221,Polypodium interjectum x vulgare,-
1222,Marsileaceae,Pilledragerfamilien
1223,Pilularia,Pilledragerslægten
1224,Pilularia globulifera,Pilledrager
1225,Azollaceae,-
1226,Azolla,Andemadsbregneslægten
1227,Azolla filiculoides,Andemadsbregne
1228,Azolla mexicana,-
1229,Dennstaedtiaceae,-
1230,Dryopteridaceae,Mangeløvfamilien
1231,Woodsiaceae,Frynsebregnefamilien
1232,Pinaceae,Granfamilien
1233,Abies,Ædelgranslægten
1234,Abies procera,Sølvgran
1235,Abies concolor,Langnålet ædelgran
1236,Abies grandis,Kæmpegran
1237,Abies lasiocarpa,Klippe-ædelgran
1238,Abies lowiana,Oregon-ædelgran
1239,Abies sibirica,Sibirisk ædelgran
1240,Abies nordmanniana,Nordmannsgran
1241,Abies nordmanniana subsp. equitrojani,-
1242,Abies nordmanniana subsp. normanniana,-
1243,Abies balsamea,Balsam-ædelgran
1244,Abies alba,Almindelig ædelgran
1245,Abies cephalonica,-
1246,Abies homolepis,-
1247,Abies koreana,-
1248,Abies pinsapo,-
1249,Abies veitchii,Veitch's ædelgran
1250,Pseudotsuga,Douglasgranslægten
1251,Pseudotsuga menziesii,Douglasgran
1252,Pseudotsuga menziesii subsp. menziesii,Grøn douglasgran
1253,Pseudotsuga menziesii subsp. glaucescens,Blå douglasgran
1254,Tsuga,Skarntydegranslægten
1255,Tsuga heterophylla,Skarntydegran
1256,Tsuga diversifolia,-
1257,Tsuga canadensis,Canadisk skarntydegran
1258,Tsuga mertensiana,Bjerg-hemlok
1259,Picea,Granslægten
1260,Picea abies,Rød-gran
1261,Picea abies subsp. abies,Almindelig rød-gran
1262,Picea abies f. viminalis,-
1263,Picea abies f. virgata,Slange-gran
1264,Picea abies subsp. obovata,Altai-gran
1265,Picea glauca,Hvid-gran
1266,Picea glauca x sitchensis,-
1267,Picea engelmannii,Engelmanns-gran
1268,Picea mariana,Sort-gran
1269,Picea pungens,Blå-gran
1270,Picea sitchensis,Sitka-gran
1271,Picea omorika,Omorika-gran
1272,Picea orientalis,Orientalsk gran
1273,Picea x lutzii,-
1274,Larix,Lærkeslægten
1275,Larix kaempferi,Japansk lærk
1276,Larix decidua,Europæisk lærk
1277,Larix decidua subsp. decidua,Alpe-lærk
1278,Larix decidua subsp. polonica,Polsk lærk
1279,Larix x marschlinsii,-
1280,Larix sibirica,Sibirisk lærk
1281,Larix gmelinii,Østsibirisk lærk
1282,Larix russica,-
1283,Pinus,Fyrreslægten
1284,Pinus pallasiana,-
1285,Pinus contorta,Klit-fyr
1286,Pinus contorta subsp. contorta var. contorta,-
1287,Pinus contorta subsp. contorta var. latifolia,-
1288,Pinus contorta subsp. murrayana,Murrayanaklit-fyr
1289,Pinus rigida,Beg-fyr
1290,Pinus banksiana,Banks fyr
1291,Pinus nigra,Østrigsk fyr
1292,Pinus nigra subsp. nigra,-
1293,Pinus nigra subsp. laricio,-
1294,Pinus nigra var. nigra,Almindelig østrigsk fyr
1295,Pinus nigra var. corsicana,Korsikansk fyr
1296,Pinus sylvestris,Skov-fyr
1297,Pinus sylvestris subsp. sylvestris,-
1298,Pinus sylvestris subsp. septentrionalis,-
1299,Pinus sylvestris subsp. lapponica,-
1300,Pinus mugo,Bjerg-fyr
1301,Pinus mugo var. mugo,-
1302,Pinus mugo subsp. uncinata,Fransk bjerg-fyr
1303,Pinus cembra,Cembra-fyr
1304,Pinus cembra subsp. cembra,Almindelig cembra-fyr
1305,Pinus cembra subsp. sibirica,Sibirisk cembra-fyr
1306,Pinus strobus,Weymouths-fyr
1307,Pinus griffithii,Tåre-fyr
1308,Pinus peuce,Silke-fyr
1309,Pinus ponderosa,Gul fyr
1310,Pinus parviflora,Pensel-fyr
1311,Pinus mugo ssp. x rotundata,-
1312,Pinus mugo x sylvestris,-
1313,Taxodiaceae,-
